"frequency";"r ngspice/ac.s_2_1_db";"i ngspice/ac.s_2_1_db"
5.31001e+09;-18.5214;0
5.32001e+09;-18.5729;0
5.33001e+09;-18.6243;0
5.34001e+09;-18.6754;0
5.35001e+09;-18.7264;0
5.36001e+09;-18.7771;0
5.37001e+09;-18.8277;0
5.38001e+09;-18.878;0
5.39001e+09;-18.9282;0
5.40001e+09;-18.9782;0
5.41001e+09;-19.0278;0
5.42001e+09;-19.0776;0
5.43001e+09;-19.127;0
5.44001e+09;-19.1762;0
5.45001e+09;-19.2252;0
5.46001e+09;-19.274;0
5.47001e+09;-19.3227;0
5.48001e+09;-19.3712;0
5.49001e+09;-19.4194;0
5.50001e+09;-19.4675;0
5.51001e+09;-19.5155;0
5.52001e+09;-19.5632;0
5.53001e+09;-19.6108;0
5.54001e+09;-19.6582;0
5.55001e+09;-19.7054;0
5.56001e+09;-19.7524;0
5.57001e+09;-19.7993;0
5.58001e+09;-19.8459;0
5.59001e+09;-19.8925;0
5.60001e+09;-19.9388;0
5.61001e+09;-19.985;0
5.62001e+09;-20.031;0
5.63001e+09;-20.0768;0
5.64001e+09;-20.1225;0
5.65001e+09;-20.168;0
5.66001e+09;-20.2133;0
5.67001e+09;-20.2585;0
5.68001e+09;-20.3035;0
5.69001e+09;-20.3483;0
5.70001e+09;-20.393;0
5.71001e+09;-20.4375;0
5.72001e+09;-20.4819;0
5.73001e+09;-20.5261;0
5.74001e+09;-20.5702;0
5.75001e+09;-20.6141;0
5.76001e+09;-20.6578;0
5.77001e+09;-20.7014;0
5.78001e+09;-20.7448;0
5.79001e+09;-20.7881;0
5.80001e+09;-20.8313;0
5.81001e+09;-20.8742;0
5.82001e+09;-20.9171;0
5.83001e+09;-20.9598;0
5.84001e+09;-21.0023;0
5.85001e+09;-21.0447;0
5.86001e+09;-21.087;0
5.87001e+09;-21.1291;0
5.88001e+09;-21.171;0
5.89001e+09;-21.2129;0
5.90001e+09;-21.2546;0
5.91001e+09;-21.2961;0
5.92001e+09;-21.3375;0
5.93001e+09;-21.3786;0
5.94001e+09;-21.4199;0
5.95001e+09;-21.4609;0
5.96001e+09;-21.5018;0
5.97001e+09;-21.5425;0
5.98001e+09;-21.5831;0
5.99001e+09;-21.6236;0
6.00001e+09;-21.664;0
6.01001e+09;-21.7042;0
6.02001e+09;-21.7443;0
6.03001e+09;-21.7842;0
6.04001e+09;-21.824;0
6.05001e+09;-21.8638;0
6.06001e+09;-21.9033;0
6.07001e+09;-21.9428;0
6.08001e+09;-21.9822;0
6.09001e+09;-22.0214;0
6.10001e+09;-22.0605;0
6.11001e+09;-22.0995;0
6.12001e+09;-22.1383;0
6.13001e+09;-22.1771;0
6.14001e+09;-22.2157;0
6.15001e+09;-22.2542;0
6.16001e+09;-22.2926;0
6.17001e+09;-22.3309;0
6.18001e+09;-22.3691;0
6.19001e+09;-22.4072;0
6.20001e+09;-22.4452;0
6.21001e+09;-22.483;0
6.22001e+09;-22.5208;0
6.23001e+09;-22.5584;0
6.24001e+09;-22.596;0
6.25001e+09;-22.6333;0
6.26001e+09;-22.6707;0
6.27001e+09;-22.708;0
6.28001e+09;-22.7451;0
6.29001e+09;-22.7821;0
6.30001e+09;-22.8191;0
6.31001e+09;-22.8559;0
6.32001e+09;-22.8927;0
6.33001e+09;-22.9293;0
6.34001e+09;-22.9658;0
6.35001e+09;-23.0023;0
6.36001e+09;-23.0387;0
6.37001e+09;-23.0749;0
6.38001e+09;-23.1111;0
6.39001e+09;-23.1472;0
6.40001e+09;-23.1832;0
6.41001e+09;-23.2191;0
6.42001e+09;-23.255;0
6.43001e+09;-23.2907;0
6.44001e+09;-23.3264;0
6.45001e+09;-23.362;0
6.46001e+09;-23.3975;0
6.47001e+09;-23.4328;0
6.48001e+09;-23.4682;0
6.49001e+09;-23.5034;0
6.50001e+09;-23.5387;0
6.51001e+09;-23.5737;0
6.52001e+09;-23.6088;0
6.53001e+09;-23.6438;0
6.54001e+09;-23.6786;0
6.55001e+09;-23.7135;0
6.56001e+09;-23.7483;0
6.57001e+09;-23.7829;0
6.58001e+09;-23.8175;0
6.59001e+09;-23.8521;0
6.60001e+09;-23.8866;0
6.61001e+09;-23.921;0
6.62001e+09;-23.9552;0
6.63001e+09;-23.9896;0
6.64001e+09;-24.0238;0
6.65001e+09;-24.058;0
6.66001e+09;-24.0921;0
6.67001e+09;-24.1261;0
6.68001e+09;-24.1601;0
6.69001e+09;-24.194;0
6.70001e+09;-24.2279;0
6.71001e+09;-24.2617;0
6.72001e+09;-24.2954;0
6.73001e+09;-24.3292;0
6.74001e+09;-24.3628;0
6.75001e+09;-24.3964;0
6.76001e+09;-24.43;0
6.77001e+09;-24.4635;0
6.78001e+09;-24.497;0
6.79001e+09;-24.5304;0
6.80001e+09;-24.5637;0
6.81001e+09;-24.5971;0
6.82001e+09;-24.6303;0
6.83001e+09;-24.6636;0
6.84001e+09;-24.6968;0
6.85001e+09;-24.73;0
6.86001e+09;-24.7631;0
6.87001e+09;-24.7962;0
6.88001e+09;-24.8293;0
6.89001e+09;-24.8623;0
6.90001e+09;-24.8953;0
6.91001e+09;-24.9282;0
6.92001e+09;-24.9612;0
6.93001e+09;-24.994;0
6.94001e+09;-25.0269;0
6.95001e+09;-25.0597;0
6.96001e+09;-25.0925;0
6.97001e+09;-25.1253;0
6.98001e+09;-25.1581;0
6.99001e+09;-25.1908;0
7.00001e+09;-25.2235;0
7.01001e+09;-25.2562;0
7.02001e+09;-25.2889;0
7.03001e+09;-25.3215;0
7.04001e+09;-25.3542;0
7.05001e+09;-25.3867;0
7.06001e+09;-25.4194;0
7.07001e+09;-25.4519;0
7.08001e+09;-25.4845;0
7.09001e+09;-25.517;0
7.10001e+09;-25.5496;0
7.11001e+09;-25.5821;0
7.12001e+09;-25.6146;0
7.13001e+09;-25.6471;0
7.14001e+09;-25.6796;0
7.15001e+09;-25.712;0
7.16001e+09;-25.7445;0
7.17001e+09;-25.777;0
7.18001e+09;-25.8094;0
7.19001e+09;-25.8419;0
7.20001e+09;-25.8743;0
7.21001e+09;-25.9067;0
7.22001e+09;-25.9392;0
7.23001e+09;-25.9716;0
7.24001e+09;-26.004;0
7.25001e+09;-26.0365;0
7.26001e+09;-26.0689;0
7.27001e+09;-26.1013;0
7.28001e+09;-26.1337;0
7.29001e+09;-26.1662;0
7.30001e+09;-26.1986;0
7.31001e+09;-26.231;0
7.32001e+09;-26.2635;0
7.33001e+09;-26.2959;0
7.34001e+09;-26.3283;0
7.35001e+09;-26.3608;0
7.36001e+09;-26.3932;0
7.37001e+09;-26.4257;0
7.38001e+09;-26.4581;0
7.39001e+09;-26.4906;0
7.40001e+09;-26.5231;0
7.41001e+09;-26.5555;0
7.42001e+09;-26.588;0
7.43001e+09;-26.6204;0
7.44001e+09;-26.6529;0
7.45001e+09;-26.6854;0
7.46001e+09;-26.7179;0
7.47001e+09;-26.7503;0
7.48001e+09;-26.7828;0
7.49001e+09;-26.8153;0
7.50001e+09;-26.8478;0
7.51001e+09;-26.8803;0
7.52001e+09;-26.9128;0
7.53001e+09;-26.9453;0
7.54001e+09;-26.9778;0
7.55001e+09;-27.0103;0
7.56001e+09;-27.0427;0
7.57001e+09;-27.0752;0
7.58001e+09;-27.1077;0
7.59001e+09;-27.1402;0
7.60001e+09;-27.1726;0
7.61001e+09;-27.2051;0
7.62001e+09;-27.2375;0
7.63001e+09;-27.2699;0
7.64001e+09;-27.3023;0
7.65001e+09;-27.3347;0
7.66001e+09;-27.3671;0
7.67001e+09;-27.3994;0
7.68001e+09;-27.4318;0
7.69001e+09;-27.4641;0
7.70001e+09;-27.4964;0
7.71001e+09;-27.5286;0
7.72001e+09;-27.5608;0
7.73001e+09;-27.5929;0
7.74001e+09;-27.6251;0
7.75001e+09;-27.6571;0
7.76001e+09;-27.6892;0
7.77001e+09;-27.7211;0
7.78001e+09;-27.753;0
7.79001e+09;-27.7849;0
7.80001e+09;-27.8168;0
7.81001e+09;-27.8484;0
7.82001e+09;-27.8801;0
7.83001e+09;-27.9116;0
7.84001e+09;-27.9431;0
7.85001e+09;-27.9745;0
7.86001e+09;-28.0058;0
7.87001e+09;-28.037;0
7.88001e+09;-28.0681;0
7.89001e+09;-28.099;0
7.90001e+09;-28.1299;0
7.91001e+09;-28.1606;0
7.92001e+09;-28.1912;0
7.93001e+09;-28.2216;0
7.94001e+09;-28.2519;0
7.95001e+09;-28.2821;0
7.96001e+09;-28.312;0
7.97001e+09;-28.3418;0
7.98001e+09;-28.3714;0
7.99001e+09;-28.4009;0
8.00001e+09;-28.4302;0
8.01001e+09;-28.4591;0
8.02001e+09;-28.4879;0
8.03001e+09;-28.5164;0
8.04001e+09;-28.5448;0
8.05001e+09;-28.5728;0
8.06001e+09;-28.6006;0
8.07001e+09;-28.6281;0
8.08001e+09;-28.6554;0
8.09001e+09;-28.6823;0
8.10001e+09;-28.709;0
8.11001e+09;-28.7352;0
8.12001e+09;-28.7612;0
8.13001e+09;-28.7868;0
8.14001e+09;-28.8121;0
8.15001e+09;-28.837;0
8.16001e+09;-28.8614;0
8.17001e+09;-28.8855;0
8.18001e+09;-28.9092;0
8.19001e+09;-28.9325;0
8.20001e+09;-28.9552;0
8.21001e+09;-28.9775;0
8.22001e+09;-28.9993;0
8.23001e+09;-29.0207;0
8.24001e+09;-29.0415;0
8.25001e+09;-29.0619;0
8.26001e+09;-29.0816;0
8.27001e+09;-29.1007;0
8.28001e+09;-29.1195;0
8.29001e+09;-29.1374;0
8.30001e+09;-29.1548;0
8.31001e+09;-29.1716;0
8.32001e+09;-29.1878;0
8.33001e+09;-29.2032;0
8.34001e+09;-29.2181;0
8.35001e+09;-29.2321;0
8.36001e+09;-29.2456;0
8.37001e+09;-29.2581;0
8.38001e+09;-29.27;0
8.39001e+09;-29.2813;0
8.40001e+09;-29.2916;0
8.41001e+09;-29.3011;0
8.42001e+09;-29.3099;0
8.43001e+09;-29.3178;0
8.44001e+09;-29.325;0
8.45001e+09;-29.3311;0
8.46001e+09;-29.3364;0
8.47001e+09;-29.3409;0
8.48001e+09;-29.3445;0
8.49001e+09;-29.3472;0
8.50001e+09;-29.3488;0
8.51001e+09;-29.3495;0
8.52001e+09;-29.3492;0
8.53001e+09;-29.3481;0
8.54001e+09;-29.346;0
8.55001e+09;-29.3429;0
8.56001e+09;-29.3386;0
8.57001e+09;-29.3334;0
8.58001e+09;-29.3272;0
8.59001e+09;-29.32;0
8.60001e+09;-29.3117;0
8.61001e+09;-29.3024;0
8.62001e+09;-29.2922;0
8.63001e+09;-29.2808;0
8.64001e+09;-29.2682;0
8.65001e+09;-29.2547;0
8.66001e+09;-29.2401;0
8.67001e+09;-29.2245;0
8.68001e+09;-29.2078;0
8.69001e+09;-29.1901;0
8.70001e+09;-29.1711;0
8.71001e+09;-29.1514;0
8.72001e+09;-29.1305;0
8.73001e+09;-29.1083;0
8.74001e+09;-29.0852;0
8.75001e+09;-29.0612;0
8.76001e+09;-29.036;0
