"frequency";"r ngspice/ac.s_1_1_db";"i ngspice/ac.s_1_1_db"
5.43001e+09;-3.328;0
5.44001e+09;-3.32942;0
5.45001e+09;-3.33089;0
5.46001e+09;-3.33241;0
5.47001e+09;-3.33396;0
5.48001e+09;-3.33556;0
5.49001e+09;-3.33721;0
5.50001e+09;-3.3389;0
5.51001e+09;-3.34063;0
5.52001e+09;-3.34241;0
5.53001e+09;-3.34423;0
5.54001e+09;-3.34609;0
5.55001e+09;-3.34799;0
5.56001e+09;-3.34994;0
5.57001e+09;-3.35194;0
5.58001e+09;-3.35397;0
5.59001e+09;-3.35605;0
5.60001e+09;-3.35817;0
5.61001e+09;-3.36034;0
5.62001e+09;-3.36254;0
5.63001e+09;-3.36479;0
5.64001e+09;-3.36708;0
5.65001e+09;-3.36942;0
5.66001e+09;-3.3718;0
5.67001e+09;-3.37422;0
5.68001e+09;-3.37668;0
5.69001e+09;-3.37918;0
5.70001e+09;-3.38173;0
5.71001e+09;-3.38432;0
5.72001e+09;-3.38695;0
5.73001e+09;-3.38962;0
5.74001e+09;-3.39233;0
5.75001e+09;-3.39509;0
5.76001e+09;-3.39789;0
5.77001e+09;-3.40073;0
5.78001e+09;-3.40361;0
5.79001e+09;-3.40653;0
5.80001e+09;-3.40949;0
5.81001e+09;-3.4125;0
5.82001e+09;-3.41554;0
5.83001e+09;-3.41863;0
5.84001e+09;-3.42176;0
5.85001e+09;-3.42493;0
5.86001e+09;-3.42814;0
5.87001e+09;-3.43139;0
5.88001e+09;-3.43469;0
5.89001e+09;-3.43802;0
5.90001e+09;-3.44139;0
5.91001e+09;-3.44481;0
5.92001e+09;-3.44827;0
5.93001e+09;-3.45197;0
5.94001e+09;-3.4553;0
5.95001e+09;-3.45888;0
5.96001e+09;-3.46249;0
5.97001e+09;-3.46615;0
5.98001e+09;-3.46985;0
5.99001e+09;-3.47359;0
6.00001e+09;-3.47737;0
6.01001e+09;-3.48119;0
6.02001e+09;-3.48504;0
6.03001e+09;-3.48894;0
6.04001e+09;-3.49288;0
6.05001e+09;-3.49686;0
6.06001e+09;-3.50088;0
6.07001e+09;-3.50493;0
6.08001e+09;-3.50903;0
6.09001e+09;-3.51317;0
6.10001e+09;-3.51734;0
6.11001e+09;-3.52156;0
6.12001e+09;-3.52581;0
6.13001e+09;-3.5301;0
6.14001e+09;-3.53443;0
6.15001e+09;-3.5388;0
6.16001e+09;-3.54321;0
6.17001e+09;-3.54766;0
6.18001e+09;-3.55215;0
6.19001e+09;-3.55668;0
6.20001e+09;-3.56124;0
6.21001e+09;-3.56584;0
6.22001e+09;-3.57048;0
6.23001e+09;-3.57516;0
6.24001e+09;-3.57988;0
6.25001e+09;-3.58479;0
6.26001e+09;-3.58943;0
6.27001e+09;-3.59426;0
6.28001e+09;-3.59913;0
6.29001e+09;-3.60404;0
6.30001e+09;-3.60899;0
6.31001e+09;-3.61397;0
6.32001e+09;-3.61899;0
6.33001e+09;-3.62405;0
6.34001e+09;-3.62914;0
6.35001e+09;-3.63427;0
6.36001e+09;-3.63944;0
6.37001e+09;-3.64465;0
6.38001e+09;-3.64989;0
6.39001e+09;-3.65517;0
6.40001e+09;-3.66048;0
6.41001e+09;-3.66584;0
6.42001e+09;-3.67123;0
6.43001e+09;-3.67665;0
6.44001e+09;-3.68211;0
6.45001e+09;-3.68761;0
6.46001e+09;-3.69314;0
6.47001e+09;-3.69883;0
6.48001e+09;-3.70432;0
6.49001e+09;-3.71007;0
6.50001e+09;-3.71563;0
6.51001e+09;-3.72146;0
6.52001e+09;-3.72709;0
6.53001e+09;-3.73287;0
6.54001e+09;-3.7388;0
6.55001e+09;-3.74454;0
6.56001e+09;-3.75042;0
6.57001e+09;-3.75634;0
6.58001e+09;-3.7623;0
6.59001e+09;-3.76829;0
6.60001e+09;-3.77431;0
6.61001e+09;-3.78037;0
6.62001e+09;-3.78655;0
6.63001e+09;-3.79258;0
6.64001e+09;-3.79874;0
6.65001e+09;-3.80493;0
6.66001e+09;-3.81115;0
6.67001e+09;-3.81741;0
6.68001e+09;-3.8237;0
6.69001e+09;-3.83002;0
6.70001e+09;-3.83637;0
6.71001e+09;-3.84276;0
6.72001e+09;-3.84918;0
6.73001e+09;-3.85563;0
6.74001e+09;-3.86211;0
6.75001e+09;-3.86863;0
6.76001e+09;-3.87517;0
6.77001e+09;-3.88175;0
6.78001e+09;-3.88836;0
6.79001e+09;-3.895;0
6.80001e+09;-3.90167;0
6.81001e+09;-3.90837;0
6.82001e+09;-3.91516;0
6.83001e+09;-3.92186;0
6.84001e+09;-3.92865;0
6.85001e+09;-3.93547;0
6.86001e+09;-3.94232;0
6.87001e+09;-3.9492;0
6.88001e+09;-3.95611;0
6.89001e+09;-3.96304;0
6.90001e+09;-3.97001;0
6.91001e+09;-3.977;0
6.92001e+09;-3.98403;0
6.93001e+09;-3.99108;0
6.94001e+09;-3.99815;0
6.95001e+09;-4.00526;0
6.96001e+09;-4.01243;0
6.97001e+09;-4.01955;0
6.98001e+09;-4.02674;0
6.99001e+09;-4.03395;0
7.00001e+09;-4.04119;0
7.01001e+09;-4.04846;0
7.02001e+09;-4.05575;0
7.03001e+09;-4.06307;0
7.04001e+09;-4.07042;0
7.05001e+09;-4.07781;0
7.06001e+09;-4.08518;0
7.07001e+09;-4.0926;0
7.08001e+09;-4.10004;0
7.09001e+09;-4.10752;0
7.10001e+09;-4.115;0
7.11001e+09;-4.12252;0
7.12001e+09;-4.13006;0
7.13001e+09;-4.13762;0
7.14001e+09;-4.14521;0
7.15001e+09;-4.15281;0
7.16001e+09;-4.16045;0
7.17001e+09;-4.1681;0
7.18001e+09;-4.17577;0
7.19001e+09;-4.18347;0
7.20001e+09;-4.19119;0
7.21001e+09;-4.19893;0
7.22001e+09;-4.2067;0
7.23001e+09;-4.21448;0
7.24001e+09;-4.22227;0
7.25001e+09;-4.23011;0
7.26001e+09;-4.23795;0
7.27001e+09;-4.24581;0
7.28001e+09;-4.2537;0
7.29001e+09;-4.26158;0
7.30001e+09;-4.26952;0
7.31001e+09;-4.27744;0
7.32001e+09;-4.28542;0
7.33001e+09;-4.2934;0
7.34001e+09;-4.3014;0
7.35001e+09;-4.30938;0
7.36001e+09;-4.31744;0
7.37001e+09;-4.32546;0
7.38001e+09;-4.33356;0
7.39001e+09;-4.34164;0
7.40001e+09;-4.3497;0
7.41001e+09;-4.35786;0
7.42001e+09;-4.36599;0
7.43001e+09;-4.37414;0
7.44001e+09;-4.38231;0
7.45001e+09;-4.39049;0
7.46001e+09;-4.39863;0
7.47001e+09;-4.4069;0
7.48001e+09;-4.41512;0
7.49001e+09;-4.42337;0
7.50001e+09;-4.43162;0
7.51001e+09;-4.43989;0
7.52001e+09;-4.44818;0
7.53001e+09;-4.45648;0
7.54001e+09;-4.46473;0
7.55001e+09;-4.47312;0
7.56001e+09;-4.48146;0
7.57001e+09;-4.48982;0
7.58001e+09;-4.49819;0
7.59001e+09;-4.50649;0
7.60001e+09;-4.51496;0
7.61001e+09;-4.52337;0
7.62001e+09;-4.53179;0
7.63001e+09;-4.54023;0
7.64001e+09;-4.54868;0
7.65001e+09;-4.55713;0
7.66001e+09;-4.56561;0
7.67001e+09;-4.57409;0
7.68001e+09;-4.58259;0
7.69001e+09;-4.5911;0
7.70001e+09;-4.59952;0
7.71001e+09;-4.60806;0
7.72001e+09;-4.6167;0
7.73001e+09;-4.62526;0
7.74001e+09;-4.63373;0
7.75001e+09;-4.64242;0
7.76001e+09;-4.65102;0
7.77001e+09;-4.65963;0
7.78001e+09;-4.66825;0
7.79001e+09;-4.67688;0
7.80001e+09;-4.68541;0
7.81001e+09;-4.69419;0
7.82001e+09;-4.70287;0
7.83001e+09;-4.71155;0
7.84001e+09;-4.72025;0
7.85001e+09;-4.72897;0
7.86001e+09;-4.73769;0
7.87001e+09;-4.74643;0
7.88001e+09;-4.75519;0
7.89001e+09;-4.76396;0
7.90001e+09;-4.77274;0
7.91001e+09;-4.78154;0
7.92001e+09;-4.79035;0
7.93001e+09;-4.79918;0
7.94001e+09;-4.80803;0
7.95001e+09;-4.81689;0
7.96001e+09;-4.82576;0
7.97001e+09;-4.83466;0
7.98001e+09;-4.84357;0
7.99001e+09;-4.8525;0
8.00001e+09;-4.86128;0
8.01001e+09;-4.87041;0
8.02001e+09;-4.87922;0
8.03001e+09;-4.8884;0
8.04001e+09;-4.89725;0
8.05001e+09;-4.90646;0
8.06001e+09;-4.91553;0
8.07001e+09;-4.92462;0
8.08001e+09;-4.93373;0
8.09001e+09;-4.94286;0
8.10001e+09;-4.95182;0
8.11001e+09;-4.96119;0
8.12001e+09;-4.9704;0
8.13001e+09;-4.97963;0
8.14001e+09;-4.98889;0
8.15001e+09;-4.99797;0
8.16001e+09;-5.00748;0
8.17001e+09;-5.01683;0
