"frequency";"r ngspice/ac.s_2_2_db";"i ngspice/ac.s_2_2_db"
5.25074e+09;-0.00182902;0
5.26074e+09;-0.00181651;0
5.27074e+09;-0.00180414;0
5.28074e+09;-0.00179192;0
5.29074e+09;-0.00177982;0
5.30074e+09;-0.00176788;0
5.31073e+09;-0.00175607;0
5.32073e+09;-0.0017444;0
5.33073e+09;-0.00173287;0
5.34073e+09;-0.00172146;0
5.35073e+09;-0.00171018;0
5.36073e+09;-0.00169903;0
5.37073e+09;-0.001688;0
5.38073e+09;-0.00167709;0
5.39073e+09;-0.00166632;0
5.40073e+09;-0.00165566;0
5.41073e+09;-0.00164512;0
5.42073e+09;-0.0016347;0
5.43073e+09;-0.00162439;0
5.44073e+09;-0.00161419;0
5.45073e+09;-0.00160411;0
5.46073e+09;-0.00159414;0
5.47073e+09;-0.00158427;0
5.48073e+09;-0.0015745;0
5.49073e+09;-0.00156486;0
5.50073e+09;-0.00155531;0
5.51072e+09;-0.00154587;0
5.52072e+09;-0.00153652;0
5.53072e+09;-0.00152727;0
5.54072e+09;-0.00151813;0
5.55072e+09;-0.00150908;0
5.56072e+09;-0.00150013;0
5.57072e+09;-0.00149127;0
5.58072e+09;-0.00148251;0
5.59072e+09;-0.00147383;0
5.60072e+09;-0.00146524;0
5.61072e+09;-0.00145675;0
5.62072e+09;-0.00144835;0
5.63072e+09;-0.00144003;0
5.64072e+09;-0.0014318;0
5.65072e+09;-0.00142365;0
5.66072e+09;-0.00141559;0
5.67072e+09;-0.0014076;0
5.68072e+09;-0.0013997;0
5.69072e+09;-0.00139188;0
5.70072e+09;-0.00138414;0
5.71071e+09;-0.00137648;0
5.72071e+09;-0.0013689;0
5.73071e+09;-0.00136138;0
5.74071e+09;-0.00135395;0
5.75071e+09;-0.00134659;0
5.76071e+09;-0.0013393;0
5.77071e+09;-0.00133209;0
5.78071e+09;-0.00132494;0
5.79071e+09;-0.00131787;0
5.80071e+09;-0.00131086;0
5.81071e+09;-0.00130393;0
5.82071e+09;-0.00129706;0
5.83071e+09;-0.00129026;0
5.84071e+09;-0.00128353;0
5.85071e+09;-0.00127686;0
5.86071e+09;-0.00127025;0
5.87071e+09;-0.00126371;0
5.88071e+09;-0.00125723;0
5.89071e+09;-0.00125081;0
5.90071e+09;-0.00124445;0
5.9107e+09;-0.00123816;0
5.9207e+09;-0.00123192;0
5.9307e+09;-0.00122575;0
5.9407e+09;-0.00121963;0
5.9507e+09;-0.00121356;0
5.9607e+09;-0.00120756;0
5.9707e+09;-0.00120161;0
5.9807e+09;-0.00119572;0
5.9907e+09;-0.00118988;0
6.0007e+09;-0.00118409;0
6.0107e+09;-0.00117836;0
6.0207e+09;-0.00117268;0
6.0307e+09;-0.00116706;0
6.0407e+09;-0.00116148;0
6.0507e+09;-0.00115595;0
6.0607e+09;-0.00115048;0
6.0707e+09;-0.00114506;0
6.0807e+09;-0.00113968;0
6.0907e+09;-0.00113435;0
6.1007e+09;-0.00112907;0
6.11069e+09;-0.00112384;0
6.12069e+09;-0.00111866;0
6.13069e+09;-0.00111352;0
6.14069e+09;-0.00110843;0
6.15069e+09;-0.00110337;0
6.16069e+09;-0.00109837;0
6.17069e+09;-0.00109341;0
6.18069e+09;-0.0010885;0
6.19069e+09;-0.00108362;0
6.20069e+09;-0.00107879;0
6.21069e+09;-0.00107401;0
6.22069e+09;-0.00106926;0
6.23069e+09;-0.00106455;0
6.24069e+09;-0.00105989;0
6.25069e+09;-0.00105526;0
6.26069e+09;-0.00105068;0
6.27069e+09;-0.00104613;0
6.28069e+09;-0.00104162;0
6.29069e+09;-0.00103715;0
6.30069e+09;-0.00103272;0
6.31068e+09;-0.00102833;0
6.32068e+09;-0.00102397;0
6.33068e+09;-0.00101965;0
6.34068e+09;-0.00101537;0
6.35068e+09;-0.00101112;0
6.36068e+09;-0.00100691;0
6.37068e+09;-0.00100273;0
6.38068e+09;-0.000998592;0
6.39068e+09;-0.000994484;0
6.40068e+09;-0.00099041;0
6.41068e+09;-0.000986369;0
6.42068e+09;-0.000982364;0
6.43068e+09;-0.000978388;0
6.44068e+09;-0.000974447;0
6.45068e+09;-0.000970537;0
6.46068e+09;-0.000966659;0
6.47068e+09;-0.000962812;0
6.48068e+09;-0.000958996;0
6.49068e+09;-0.000955211;0
6.50068e+09;-0.000951457;0
6.51067e+09;-0.000947732;0
6.52067e+09;-0.000944038;0
6.53067e+09;-0.000940372;0
6.54067e+09;-0.000936736;0
6.55067e+09;-0.000933129;0
6.56067e+09;-0.00092955;0
6.57067e+09;-0.000925999;0
6.58067e+09;-0.000922476;0
6.59067e+09;-0.000918981;0
6.60067e+09;-0.000915513;0
6.61067e+09;-0.000912073;0
6.62067e+09;-0.000908659;0
6.63067e+09;-0.000905271;0
6.64067e+09;-0.000901909;0
6.65067e+09;-0.000898574;0
6.66067e+09;-0.000895264;0
6.67067e+09;-0.00089198;0
6.68067e+09;-0.000888721;0
6.69067e+09;-0.000885486;0
6.70067e+09;-0.000882276;0
6.71066e+09;-0.000879091;0
6.72066e+09;-0.00087593;0
6.73066e+09;-0.000872792;0
6.74066e+09;-0.000869678;0
6.75066e+09;-0.000866588;0
6.76066e+09;-0.00086352;0
6.77066e+09;-0.000860476;0
6.78066e+09;-0.000857454;0
6.79066e+09;-0.000854455;0
6.80066e+09;-0.000851477;0
6.81066e+09;-0.000848522;0
6.82066e+09;-0.000845589;0
6.83066e+09;-0.000842677;0
6.84066e+09;-0.000839786;0
6.85066e+09;-0.000836917;0
6.86066e+09;-0.000834069;0
6.87066e+09;-0.000831241;0
6.88066e+09;-0.000828434;0
6.89066e+09;-0.000825646;0
6.90066e+09;-0.00082288;0
6.91065e+09;-0.000820132;0
6.92065e+09;-0.000817405;0
6.93065e+09;-0.000814699;0
6.94065e+09;-0.000812009;0
6.95065e+09;-0.00080934;0
6.96065e+09;-0.000806689;0
6.97065e+09;-0.000804057;0
6.98065e+09;-0.000801444;0
6.99065e+09;-0.00079885;0
7.00065e+09;-0.000796273;0
7.01065e+09;-0.000793714;0
7.02065e+09;-0.000791174;0
7.03065e+09;-0.00078865;0
7.04065e+09;-0.000786145;0
7.05065e+09;-0.000783657;0
7.06065e+09;-0.000781186;0
7.07065e+09;-0.000778733;0
7.08065e+09;-0.000776295;0
7.09065e+09;-0.000773875;0
7.10065e+09;-0.000771471;0
7.11064e+09;-0.000769084;0
7.12064e+09;-0.000766713;0
7.13064e+09;-0.000764357;0
7.14064e+09;-0.00076202;0
7.15064e+09;-0.000759695;0
7.16064e+09;-0.000757387;0
7.17064e+09;-0.000755094;0
7.18064e+09;-0.000752818;0
7.19064e+09;-0.000750558;0
7.20064e+09;-0.000748309;0
7.21064e+09;-0.000746078;0
7.22064e+09;-0.00074386;0
7.23064e+09;-0.000741658;0
7.24064e+09;-0.000739469;0
7.25064e+09;-0.000737296;0
7.26064e+09;-0.000735137;0
7.27064e+09;-0.000732991;0
7.28064e+09;-0.00073086;0
7.29064e+09;-0.000728742;0
7.30064e+09;-0.000726639;0
7.31063e+09;-0.000724549;0
7.32063e+09;-0.000722473;0
7.33063e+09;-0.000720409;0
7.34063e+09;-0.000718357;0
7.35063e+09;-0.000716323;0
7.36063e+09;-0.000714296;0
7.37063e+09;-0.000712285;0
7.38063e+09;-0.000710286;0
7.39063e+09;-0.000708301;0
7.40063e+09;-0.000706328;0
7.41063e+09;-0.000704366;0
7.42063e+09;-0.000702418;0
7.43063e+09;-0.00070048;0
7.44063e+09;-0.000698559;0
7.45063e+09;-0.000696643;0
7.46063e+09;-0.000694743;0
7.47063e+09;-0.000692855;0
7.48063e+09;-0.000690977;0
7.49063e+09;-0.000689112;0
7.50063e+09;-0.000687256;0
7.51062e+09;-0.000685414;0
7.52062e+09;-0.000683581;0
7.53062e+09;-0.000681762;0
7.54062e+09;-0.000679953;0
7.55062e+09;-0.000678153;0
7.56062e+09;-0.000676366;0
7.57062e+09;-0.000674588;0
7.58062e+09;-0.000672825;0
7.59062e+09;-0.000671065;0
7.60062e+09;-0.000669324;0
7.61062e+09;-0.000667588;0
7.62062e+09;-0.000665861;0
7.63062e+09;-0.000664148;0
7.64062e+09;-0.000662442;0
7.65062e+09;-0.000660749;0
7.66062e+09;-0.000659063;0
7.67062e+09;-0.00065739;0
7.68062e+09;-0.000655726;0
7.69062e+09;-0.00065407;0
7.70062e+09;-0.000652426;0
7.71061e+09;-0.000650788;0
7.72061e+09;-0.000649163;0
7.73061e+09;-0.000647544;0
7.74061e+09;-0.000645938;0
7.75061e+09;-0.00064434;0
7.76061e+09;-0.000642749;0
7.77061e+09;-0.00064117;0
7.78061e+09;-0.000639597;0
7.79061e+09;-0.000638035;0
7.80061e+09;-0.000636483;0
7.81061e+09;-0.000634936;0
7.82061e+09;-0.000633401;0
7.83061e+09;-0.000631872;0
7.84061e+09;-0.000630354;0
7.85061e+09;-0.000628841;0
7.86061e+09;-0.00062734;0
7.87061e+09;-0.000625848;0
7.88061e+09;-0.00062436;0
7.89061e+09;-0.000622884;0
7.90061e+09;-0.000621412;0
7.9106e+09;-0.000619952;0
7.9206e+09;-0.000618497;0
7.9306e+09;-0.000617053;0
7.9406e+09;-0.000615613;0
7.9506e+09;-0.000614188;0
7.9606e+09;-0.000612764;0
7.9706e+09;-0.000611347;0
7.9806e+09;-0.000609942;0
7.9906e+09;-0.00060854;0
8.0006e+09;-0.00060715;0
8.0106e+09;-0.000605763;0
8.0206e+09;-0.000604388;0
8.0306e+09;-0.000603019;0
8.0406e+09;-0.000601658;0
8.0506e+09;-0.0006003;0
8.0606e+09;-0.00059895;0
8.0706e+09;-0.000597614;0
8.0806e+09;-0.000596277;0
8.0906e+09;-0.000594951;0
8.1006e+09;-0.000593632;0
8.11059e+09;-0.000592313;0
8.12059e+09;-0.000591008;0
8.13059e+09;-0.000589705;0
8.14059e+09;-0.000588413;0
8.15059e+09;-0.000587124;0
8.16059e+09;-0.000585849;0
8.17059e+09;-0.000584577;0
8.18059e+09;-0.000583307;0
8.19059e+09;-0.000582044;0
